user_id,name,city,age_group,account_age_days,kyc_status,registration_date
USR04034,Kalpit Rajagopalan,Chennai,18-25,950,Full KYC,2023-11-06
USR04035,Upasna Hans,Bangalore,60+,246,Minimal KYC,2025-10-10
USR04036,Kashish Parekh,Indore,26-35,659,Full KYC,2024-08-23
USR04037,Nakul Chakrabarti,Bhopal,46-60,82,Full KYC,2026-03-23
USR04038,Zarna Ghose,Kanpur,46-60,1028,Full KYC,2023-08-20
USR04039,Manan Dass,Kanpur,46-60,414,Full KYC,2025-04-25
USR04040,William Misra,Hyderabad,46-60,929,Non-KYC,2023-11-27
USR04041,Triya Khurana,Lucknow,26-35,809,Full KYC,2024-03-26
USR04042,Vasudha Boase,Hyderabad,60+,874,Minimal KYC,2024-01-21
USR04043,Advay Nair,Lucknow,36-45,1288,Minimal KYC,2022-12-03
USR04044,Chandran Krishnamurthy,Mumbai,36-45,1133,Minimal KYC,2023-05-07
USR04045,Qarin Sane,Kanpur,18-25,1530,Non-KYC,2022-04-05
USR04046,Bishakha Mahajan,Mumbai,26-35,1790,Full KYC,2021-07-19
USR04047,Ishwar Sem,Ahmedabad,46-60,221,Full KYC,2025-11-04
USR04048,Utkarsh Ravel,Ahmedabad,36-45,425,Full KYC,2025-04-14
USR04049,Kalpit Murthy,Ahmedabad,60+,1048,Full KYC,2023-07-31
USR04050,Advika Chhabra,Hyderabad,46-60,903,Full KYC,2023-12-23
USR04051,Daniel Solanki,Surat,46-60,119,Full KYC,2026-02-14
USR04052,Dayamai Gaba,Ahmedabad,36-45,262,Non-KYC,2025-09-24
USR04053,Yachana D’Alia,Bangalore,60+,1386,Minimal KYC,2022-08-27
USR04054,Leela Salvi,Bhopal,46-60,1345,Minimal KYC,2022-10-07
USR04055,Veda Garg,Mumbai,36-45,1481,Full KYC,2022-05-24
USR04056,Ijaya Rattan,Indore,46-60,170,Full KYC,2025-12-25
USR04057,William Mangal,Kolkata,36-45,655,Full KYC,2024-08-27
USR04058,Viraj Narayanan,Jaipur,18-25,1708,Full KYC,2021-10-09
USR04059,Ekiya Walla,Delhi,60+,492,Full KYC,2025-02-06
USR04060,Tanish Krishnan,Surat,36-45,1735,Minimal KYC,2021-09-12
USR04061,Ucchal Ramesh,Bhopal,46-60,1766,Full KYC,2021-08-12
USR04062,Rushil Garg,Nagpur,36-45,1789,Non-KYC,2021-07-20
USR04063,Arunima Pillai,Chennai,36-45,888,Full KYC,2024-01-07
USR04064,Warhi D’Alia,Pune,18-25,1044,Minimal KYC,2023-08-04
USR04065,Waida Dar,Pune,60+,1084,Non-KYC,2023-06-25
USR04066,Adya Krishnan,Kolkata,46-60,392,Full KYC,2025-05-17
USR04067,Dakshesh Saxena,Kanpur,26-35,1706,Full KYC,2021-10-11
USR04068,Nitesh Thaman,Lucknow,60+,1424,Full KYC,2022-07-20
USR04069,Leela Mahajan,Kanpur,26-35,868,Full KYC,2024-01-27
USR04070,Watika Bhandari,Jaipur,36-45,1632,Non-KYC,2021-12-24
USR04071,Liam Bala,Surat,26-35,1732,Full KYC,2021-09-15
USR04072,Neelima Chandra,Chennai,60+,1039,Full KYC,2023-08-09
USR04073,Logan Sunder,Mumbai,18-25,421,Full KYC,2025-04-18
USR04074,Baljiwan Shukla,Bhopal,18-25,632,Full KYC,2024-09-19
USR04075,Odika Nayak,Mumbai,46-60,366,Non-KYC,2025-06-12
USR04076,Chanchal Nagi,Delhi,60+,1291,Full KYC,2022-11-30
USR04077,Nitara Krish,Delhi,46-60,781,Full KYC,2024-04-23
USR04078,Chandani Butala,Chennai,26-35,1561,Minimal KYC,2022-03-05
USR04079,Harish Setty,Lucknow,36-45,910,Full KYC,2023-12-16
USR04080,Girish Bhasin,Pune,26-35,283,Full KYC,2025-09-03
USR04081,Wriddhish Chadha,Mumbai,18-25,49,Non-KYC,2026-04-25
USR04082,Falguni Chand,Nagpur,18-25,1261,Minimal KYC,2022-12-30
USR04083,Tanveer Sarraf,Mumbai,60+,1557,Full KYC,2022-03-09
USR04084,Rohan Toor,Surat,26-35,1603,Full KYC,2022-01-22
USR04085,Kamya Edwin,Nagpur,18-25,646,Minimal KYC,2024-09-05
USR04086,William Wable,Lucknow,18-25,1497,Minimal KYC,2022-05-08
USR04087,Rayaan Chada,Delhi,60+,942,Full KYC,2023-11-14
USR04088,Hritik Atwal,Bangalore,46-60,717,Full KYC,2024-06-26
USR04089,Wriddhish Pandey,Surat,60+,1156,Minimal KYC,2023-04-14
USR04090,Banjeet Patel,Kanpur,26-35,253,Full KYC,2025-10-03
USR04091,Advik Saha,Indore,18-25,265,Full KYC,2025-09-21
USR04092,Om Bali,Lucknow,26-35,1216,Full KYC,2023-02-13
USR04093,Dayita Agate,Pune,36-45,211,Full KYC,2025-11-14
USR04094,Anirudh Suresh,Ahmedabad,18-25,239,Full KYC,2025-10-17
USR04095,Noah Sinha,Surat,46-60,125,Full KYC,2026-02-08
USR04096,Yashoda Raghavan,Indore,36-45,785,Minimal KYC,2024-04-19
USR04097,Balhaar Shan,Kanpur,46-60,423,Minimal KYC,2025-04-16
USR04098,Elijah Bawa,Lucknow,36-45,873,Full KYC,2024-01-22
USR04099,Krisha Kumar,Pune,26-35,611,Full KYC,2024-10-10
USR04100,Daksh Thaman,Kanpur,18-25,162,Full KYC,2026-01-02
USR04101,Kashish Deo,Pune,18-25,1367,Full KYC,2022-09-15
USR04102,Harinakshi Chokshi,Kolkata,46-60,1005,Minimal KYC,2023-09-12
USR04103,Vedhika Zachariah,Chennai,18-25,1245,Full KYC,2023-01-15
USR04104,Irya Jain,Pune,36-45,817,Full KYC,2024-03-18
USR04105,Aadhya Shenoy,Bangalore,46-60,68,Full KYC,2026-04-06
USR04106,Niharika Mann,Delhi,46-60,191,Non-KYC,2025-12-04
USR04107,Ubika Lad,Indore,26-35,1157,Full KYC,2023-04-13
USR04108,Niharika Kade,Nagpur,46-60,1688,Full KYC,2021-10-29
USR04109,Aarav Singh,Bangalore,46-60,1087,Full KYC,2023-06-22
USR04110,Balendra Anand,Delhi,26-35,919,Full KYC,2023-12-07
USR04111,Oliver Kumar,Jaipur,46-60,347,Full KYC,2025-07-01
USR04112,Hemani Garde,Hyderabad,60+,853,Full KYC,2024-02-11
USR04113,Dayamai Brar,Surat,18-25,730,Full KYC,2024-06-13
USR04114,Hritik D’Alia,Indore,46-60,1265,Full KYC,2022-12-26
USR04115,Baljiwan Om,Lucknow,36-45,1097,Minimal KYC,2023-06-12
USR04116,Unnati Nayak,Delhi,18-25,187,Non-KYC,2025-12-08
USR04117,Gavin Ganesan,Delhi,18-25,1447,Full KYC,2022-06-27
USR04118,Anamika Loyal,Nagpur,36-45,541,Full KYC,2024-12-19
USR04119,Jatin Khosla,Kanpur,46-60,1161,Full KYC,2023-04-09
USR04120,Chaaya Singh,Mumbai,46-60,344,Non-KYC,2025-07-04
USR04121,Anmol Memon,Bangalore,18-25,1756,Minimal KYC,2021-08-22
USR04122,Aarna Ram,Indore,18-25,296,Full KYC,2025-08-21
USR04123,Azaan Mahal,Surat,46-60,1432,Full KYC,2022-07-12
USR04124,Vivaan Sur,Pune,26-35,716,Non-KYC,2024-06-27
USR04125,Aarav Nori,Lucknow,36-45,386,Full KYC,2025-05-23
USR04126,Ekbal Mukhopadhyay,Indore,46-60,901,Full KYC,2023-12-25
USR04127,Vansha Rau,Nagpur,18-25,1266,Minimal KYC,2022-12-25
USR04128,Pushti Balan,Jaipur,46-60,352,Full KYC,2025-06-26
USR04129,Daksh Mukhopadhyay,Ahmedabad,46-60,528,Full KYC,2025-01-01
USR04130,Ekaja Prashad,Kolkata,18-25,332,Full KYC,2025-07-16
USR04131,Max Palan,Jaipur,26-35,1253,Full KYC,2023-01-07
USR04132,Lipika Kapadia,Mumbai,46-60,721,Full KYC,2024-06-22
USR04133,Naveen Bhatia,Lucknow,46-60,1348,Full KYC,2022-10-04
USR04134,Varsha Agarwal,Delhi,60+,425,Full KYC,2025-04-14
USR04135,Zansi Radhakrishnan,Jaipur,36-45,868,Full KYC,2024-01-27
USR04136,Bhanumati Sagar,Chennai,36-45,1182,Full KYC,2023-03-19
USR04137,Samarth Ganguly,Kolkata,18-25,818,Full KYC,2024-03-17
USR04138,Omaja Subramaniam,Surat,18-25,565,Full KYC,2024-11-25
USR04139,Matthew Brar,Chennai,60+,668,Full KYC,2024-08-14
USR04140,Advika Iyer,Bhopal,36-45,634,Full KYC,2024-09-17
USR04141,Leena Dass,Delhi,46-60,254,Non-KYC,2025-10-02
USR04142,Wishi Bahri,Kanpur,36-45,40,Full KYC,2026-05-04
USR04143,Tanay Dugar,Surat,26-35,64,Minimal KYC,2026-04-10
USR04144,Joshua Gupta,Bangalore,60+,1793,Full KYC,2021-07-16
USR04145,Bina Bhagat,Mumbai,46-60,682,Minimal KYC,2024-07-31
USR04146,Pavani Sarma,Surat,26-35,258,Full KYC,2025-09-28
USR04147,Ladli Ganesh,Pune,46-60,1133,Minimal KYC,2023-05-07
USR04148,Ikshita Prakash,Indore,18-25,1343,Minimal KYC,2022-10-09
USR04149,Ria Deep,Surat,36-45,1724,Minimal KYC,2021-09-23
USR04150,Mugdha Mistry,Ahmedabad,18-25,1755,Minimal KYC,2021-08-23
USR04151,Vritti Mohanty,Indore,46-60,1412,Non-KYC,2022-08-01
USR04152,Ayushman Barman,Lucknow,26-35,104,Minimal KYC,2026-03-01
USR04153,Lakshit Guha,Bangalore,18-25,225,Full KYC,2025-10-31
USR04154,Zansi Shankar,Hyderabad,18-25,735,Non-KYC,2024-06-08
USR04155,Ekaja Kala,Lucknow,60+,1476,Full KYC,2022-05-29
USR04156,Manya Narang,Hyderabad,46-60,1646,Minimal KYC,2021-12-10
USR04157,Advay Hegde,Kolkata,18-25,1689,Minimal KYC,2021-10-28
USR04158,Gautam Chadha,Kanpur,60+,1667,Full KYC,2021-11-19
USR04159,Tanveer Shan,Surat,36-45,258,Full KYC,2025-09-28
USR04160,Neha Kalita,Ahmedabad,60+,1563,Full KYC,2022-03-03
USR04161,Wishi Shetty,Bhopal,46-60,602,Full KYC,2024-10-19
USR04162,Charles Bhandari,Mumbai,18-25,644,Minimal KYC,2024-09-07
USR04163,Shivani Loyal,Chennai,18-25,1416,Minimal KYC,2022-07-28
USR04164,Lajita Seshadri,Chennai,18-25,388,Minimal KYC,2025-05-21
USR04165,Falak Aurora,Kolkata,18-25,353,Full KYC,2025-06-25
USR04166,Bhavna Varughese,Hyderabad,60+,1678,Full KYC,2021-11-08
USR04167,Indrajit Mangat,Ahmedabad,60+,1626,Full KYC,2021-12-30
USR04168,Indira Doctor,Bangalore,60+,484,Non-KYC,2025-02-14
USR04169,Elijah Sathe,Hyderabad,18-25,1790,Full KYC,2021-07-19
USR04170,Yashica Ratta,Mumbai,26-35,656,Full KYC,2024-08-26
USR04171,Tara Dewan,Ahmedabad,18-25,1063,Full KYC,2023-07-16
USR04172,Mekhala Dhar,Ahmedabad,60+,510,Full KYC,2025-01-19
USR04173,Yash Upadhyay,Mumbai,26-35,898,Full KYC,2023-12-28
USR04174,Udant Sehgal,Lucknow,26-35,1105,Full KYC,2023-06-04
USR04175,Jagvi Manda,Mumbai,26-35,747,Full KYC,2024-05-27
USR04176,Irya Minhas,Surat,18-25,430,Full KYC,2025-04-09
USR04177,Abhimanyu Dugar,Indore,36-45,634,Full KYC,2024-09-17
USR04178,Yashvi Palla,Bhopal,18-25,951,Full KYC,2023-11-05
USR04179,Watika Chokshi,Ahmedabad,60+,627,Full KYC,2024-09-24
USR04180,Matthew Chakrabarti,Bangalore,60+,543,Full KYC,2024-12-17
USR04181,Charita Bala,Delhi,18-25,1729,Minimal KYC,2021-09-18
USR04182,Nidra Barad,Delhi,46-60,1714,Full KYC,2021-10-03
USR04183,Mitesh Raja,Nagpur,60+,1538,Full KYC,2022-03-28
USR04184,Charvi Verma,Hyderabad,18-25,695,Full KYC,2024-07-18
USR04185,Advaith Kalita,Kanpur,26-35,497,Full KYC,2025-02-01
USR04186,Patrick Taneja,Kolkata,36-45,1109,Minimal KYC,2023-05-31
USR04187,Ijaya Sahni,Kanpur,46-60,178,Non-KYC,2025-12-17
USR04188,Krishna Mani,Chennai,18-25,1803,Non-KYC,2021-07-06
USR04189,Eta Ratti,Surat,60+,1393,Full KYC,2022-08-20
USR04190,Krish Din,Jaipur,26-35,549,Full KYC,2024-12-11
USR04191,Arya Natarajan,Chennai,26-35,1526,Minimal KYC,2022-04-09
USR04192,Yauvani Barman,Kanpur,18-25,1119,Minimal KYC,2023-05-21
USR04193,Nilima Sule,Nagpur,26-35,1689,Full KYC,2021-10-28
USR04194,Tejas Ramanathan,Chennai,18-25,1715,Full KYC,2021-10-02
USR04195,Ekapad Jain,Delhi,36-45,1144,Minimal KYC,2023-04-26
USR04196,Azad Khalsa,Bangalore,46-60,759,Full KYC,2024-05-15
USR04197,Zansi Radhakrishnan,Bangalore,36-45,406,Full KYC,2025-05-03
USR04198,Jeet Zachariah,Jaipur,26-35,1205,Minimal KYC,2023-02-24
USR04199,Reva Walla,Ahmedabad,26-35,656,Minimal KYC,2024-08-26
USR04200,Arjun Ramachandran,Indore,60+,1659,Full KYC,2021-11-27
USR04201,Varsha Bakshi,Mumbai,26-35,732,Full KYC,2024-06-11
USR04202,Janani Vaidya,Delhi,60+,1209,Minimal KYC,2023-02-20
USR04203,Udyati Shenoy,Kolkata,26-35,968,Full KYC,2023-10-19
USR04204,Madhav Walia,Mumbai,46-60,206,Full KYC,2025-11-19
USR04205,Manthan Rajagopal,Delhi,18-25,477,Minimal KYC,2025-02-21
USR04206,Rishi De,Mumbai,26-35,1686,Full KYC,2021-10-31
USR04207,Qabil Sengupta,Indore,18-25,1383,Full KYC,2022-08-30
USR04208,Kai Char,Lucknow,60+,483,Minimal KYC,2025-02-15
USR04209,Kalpit Bobal,Indore,36-45,1001,Full KYC,2023-09-16
USR04210,Sachi Goel,Kolkata,46-60,52,Full KYC,2026-04-22
USR04211,Nimrat Bava,Lucknow,26-35,278,Full KYC,2025-09-08
USR04212,Amaira Sandal,Hyderabad,26-35,163,Minimal KYC,2026-01-01
USR04213,Nimrat Uppal,Surat,36-45,463,Minimal KYC,2025-03-07
USR04214,Anamika Manda,Jaipur,46-60,1653,Full KYC,2021-12-03
USR04215,Ishanvi Dubey,Kolkata,26-35,1132,Full KYC,2023-05-08
USR04216,Ethan Bahri,Bangalore,60+,80,Full KYC,2026-03-25
USR04217,Aarnav Morar,Lucknow,18-25,899,Full KYC,2023-12-27
USR04218,Lucky Dua,Nagpur,26-35,1299,Minimal KYC,2022-11-22
USR04219,Bhavika Pai,Lucknow,46-60,1246,Minimal KYC,2023-01-14
USR04220,Azaan Iyer,Nagpur,18-25,577,Full KYC,2024-11-13
USR04221,Bhavani Datta,Surat,36-45,808,Full KYC,2024-03-27
USR04222,Yutika Rau,Chennai,46-60,1039,Minimal KYC,2023-08-09
USR04223,Leena Barman,Mumbai,60+,1704,Minimal KYC,2021-10-13
USR04224,Bakhshi Menon,Hyderabad,26-35,1194,Full KYC,2023-03-07
USR04225,Panini Khanna,Delhi,60+,343,Full KYC,2025-07-05
USR04226,Rushil Chaudhari,Delhi,60+,742,Non-KYC,2024-06-01
USR04227,Karan Barman,Chennai,60+,1306,Full KYC,2022-11-15
USR04228,Arunima Bal,Jaipur,26-35,729,Minimal KYC,2024-06-14
USR04229,Ekaja Pillai,Ahmedabad,26-35,300,Minimal KYC,2025-08-17
USR04230,Bhavani Dhar,Pune,18-25,444,Minimal KYC,2025-03-26
USR04231,Advay Raval,Hyderabad,18-25,1109,Full KYC,2023-05-31
USR04232,Raagini Nayak,Kanpur,26-35,1674,Minimal KYC,2021-11-12
USR04233,Yauvani Kalla,Surat,46-60,1191,Full KYC,2023-03-10
USR04234,Balendra Kanda,Ahmedabad,26-35,1110,Minimal KYC,2023-05-30
USR04235,Hemang Sule,Bangalore,18-25,100,Full KYC,2026-03-05
USR04236,Vihaan Kapadia,Mumbai,36-45,623,Full KYC,2024-09-28
USR04237,Diya Subramanian,Pune,26-35,629,Full KYC,2024-09-22
USR04238,Aarnav Saxena,Kolkata,36-45,113,Full KYC,2026-02-20
USR04239,Bhavya Manda,Chennai,60+,1719,Full KYC,2021-09-28
USR04240,Utkarsh Oak,Kanpur,46-60,635,Full KYC,2024-09-16
USR04241,Luke Madan,Mumbai,18-25,1448,Full KYC,2022-06-26
USR04242,Netra Nadig,Lucknow,18-25,405,Full KYC,2025-05-04
USR04243,Gagan Basak,Indore,60+,1266,Minimal KYC,2022-12-25
USR04244,Shivani Ramakrishnan,Bangalore,26-35,500,Full KYC,2025-01-29
USR04245,Krishna Goda,Kanpur,18-25,1377,Full KYC,2022-09-05
USR04246,Mugdha Bahri,Ahmedabad,60+,819,Full KYC,2024-03-16
USR04247,Varenya Narula,Delhi,18-25,1694,Full KYC,2021-10-23
USR04248,Bachittar Naidu,Indore,26-35,894,Full KYC,2024-01-01
USR04249,Adya Kala,Lucknow,46-60,1345,Full KYC,2022-10-07
USR04250,Chandani Mittal,Nagpur,60+,53,Minimal KYC,2026-04-21
USR04251,Fariq Samra,Chennai,46-60,340,Minimal KYC,2025-07-08
USR04252,Radhika Konda,Hyderabad,36-45,1770,Full KYC,2021-08-08
USR04253,Sarthak Rajagopal,Hyderabad,18-25,1591,Full KYC,2022-02-03
USR04254,Varsha Aggarwal,Chennai,26-35,451,Minimal KYC,2025-03-19
USR04255,Zayan Mangal,Delhi,26-35,1550,Minimal KYC,2022-03-16
USR04256,Jason Joshi,Lucknow,46-60,1216,Full KYC,2023-02-13
USR04257,Bahadurjit Varghese,Bhopal,26-35,1218,Full KYC,2023-02-11
USR04258,Aarnav Rau,Kolkata,26-35,1619,Full KYC,2022-01-06
USR04259,Luke Bava,Delhi,46-60,1338,Full KYC,2022-10-14
USR04260,Ekaja Nagi,Nagpur,46-60,1191,Minimal KYC,2023-03-10
USR04261,Matthew Som,Mumbai,46-60,939,Full KYC,2023-11-17
USR04262,Pahal Wadhwa,Bangalore,26-35,583,Minimal KYC,2024-11-07
USR04263,Pooja Palan,Indore,60+,829,Full KYC,2024-03-06
USR04264,Baljiwan Panchal,Ahmedabad,26-35,55,Minimal KYC,2026-04-19
USR04265,Sneha Sachar,Kolkata,36-45,85,Full KYC,2026-03-20
USR04266,Jeremiah Bhatti,Bangalore,46-60,135,Full KYC,2026-01-29
USR04267,Zayan Kade,Lucknow,26-35,699,Full KYC,2024-07-14
USR04268,Mekhala Sengupta,Surat,36-45,996,Full KYC,2023-09-21
USR04269,Baljiwan Dixit,Pune,26-35,1446,Full KYC,2022-06-28
USR04270,Anita Bhasin,Chennai,26-35,139,Minimal KYC,2026-01-25
USR04271,Samaksh Biswas,Mumbai,60+,614,Full KYC,2024-10-07
USR04272,Jyoti Loyal,Mumbai,36-45,1008,Minimal KYC,2023-09-09
USR04273,Upadhriti Subramanian,Bangalore,18-25,197,Full KYC,2025-11-28
USR04274,Samar Issac,Bhopal,46-60,934,Full KYC,2023-11-22
USR04275,Daksh Kalla,Ahmedabad,46-60,179,Full KYC,2025-12-16
USR04276,Netra Walla,Bangalore,36-45,903,Minimal KYC,2023-12-23
USR04277,Vidhi Ravi,Hyderabad,36-45,1766,Full KYC,2021-08-12
USR04278,Upasna Kurian,Nagpur,26-35,1101,Full KYC,2023-06-08
USR04279,Nimrat Mohan,Kanpur,60+,1060,Full KYC,2023-07-19
USR04280,Devika Narasimhan,Indore,26-35,813,Minimal KYC,2024-03-22
USR04281,Akshay Narayanan,Nagpur,60+,1602,Minimal KYC,2022-01-23
USR04282,Ira Majumdar,Bhopal,26-35,194,Full KYC,2025-12-01
USR04283,Girish Kala,Delhi,46-60,221,Full KYC,2025-11-04
USR04284,Arunima Chawla,Bhopal,60+,603,Full KYC,2024-10-18
USR04285,Ria Ramesh,Ahmedabad,26-35,410,Non-KYC,2025-04-29
USR04286,Rehaan Sha,Nagpur,46-60,827,Full KYC,2024-03-08
USR04287,Nirja Oommen,Bhopal,46-60,729,Full KYC,2024-06-14
USR04288,Indali Nagar,Pune,18-25,534,Full KYC,2024-12-26
USR04289,Harrison Sekhon,Lucknow,46-60,1557,Full KYC,2022-03-09
USR04290,Waida Kapoor,Lucknow,26-35,673,Minimal KYC,2024-08-09
USR04291,Adweta Golla,Hyderabad,36-45,1455,Minimal KYC,2022-06-19
USR04292,Yashvi Srinivasan,Kolkata,60+,735,Full KYC,2024-06-08
USR04293,Garima Goyal,Hyderabad,60+,1623,Full KYC,2022-01-02
USR04294,Mohammed Malhotra,Bangalore,60+,569,Full KYC,2024-11-21
USR04295,Balveer Karan,Indore,18-25,1690,Minimal KYC,2021-10-27
USR04296,Hardik Mane,Kolkata,18-25,1095,Minimal KYC,2023-06-14
USR04297,Hema Ravi,Mumbai,46-60,729,Minimal KYC,2024-06-14
USR04298,Guneet Chopra,Lucknow,60+,470,Minimal KYC,2025-02-28
USR04299,Urvi Comar,Mumbai,46-60,1559,Full KYC,2022-03-07
USR04300,Mohini Sami,Jaipur,46-60,582,Full KYC,2024-11-08
USR04301,Chakradhar Dara,Ahmedabad,18-25,597,Full KYC,2024-10-24
USR04302,Ekavir Srinivas,Ahmedabad,46-60,1334,Full KYC,2022-10-18
USR04303,Chavvi Shah,Hyderabad,18-25,1215,Non-KYC,2023-02-14
USR04304,Neel Dhawan,Jaipur,18-25,89,Full KYC,2026-03-16
USR04305,Ishanvi Grover,Lucknow,46-60,254,Full KYC,2025-10-02
USR04306,Chaitanya Oak,Hyderabad,26-35,611,Full KYC,2024-10-10
USR04307,Victor Garde,Chennai,36-45,1023,Minimal KYC,2023-08-25
USR04308,Theodore Oak,Hyderabad,18-25,1402,Full KYC,2022-08-11
USR04309,Ijaya Ganesh,Mumbai,46-60,193,Full KYC,2025-12-02
USR04310,Finn Toor,Surat,36-45,1573,Full KYC,2022-02-21
USR04311,Charvi Balay,Bangalore,46-60,1613,Full KYC,2022-01-12
USR04312,Oeshi Ramaswamy,Bhopal,60+,1761,Full KYC,2021-08-17
USR04313,Yashica Narang,Lucknow,60+,1523,Full KYC,2022-04-12
USR04314,Nandini Dave,Mumbai,46-60,848,Full KYC,2024-02-16
USR04315,Naksh Soman,Ahmedabad,26-35,455,Full KYC,2025-03-15
USR04316,Ayushman Ramakrishnan,Bhopal,46-60,668,Non-KYC,2024-08-14
USR04317,Yahvi Dutt,Bangalore,36-45,1159,Full KYC,2023-04-11
USR04318,Bhavika Puri,Surat,46-60,798,Full KYC,2024-04-06
USR04319,Harish Chana,Lucknow,18-25,1118,Full KYC,2023-05-22
USR04320,Tanay Sethi,Bhopal,18-25,217,Minimal KYC,2025-11-08
USR04321,Eta Ramaswamy,Kolkata,36-45,1191,Minimal KYC,2023-03-10
USR04322,Bimala Varughese,Jaipur,18-25,575,Minimal KYC,2024-11-15
USR04323,Jyoti Goyal,Pune,46-60,574,Full KYC,2024-11-16
USR04324,Janaki Patla,Kanpur,36-45,346,Full KYC,2025-07-02
USR04325,Ojasvi Dass,Lucknow,60+,1118,Full KYC,2023-05-22
USR04326,Ekalinga Johal,Jaipur,60+,1186,Full KYC,2023-03-15
USR04327,Veer Khare,Kanpur,26-35,1806,Full KYC,2021-07-03
USR04328,Aarna Ratti,Kanpur,18-25,1588,Full KYC,2022-02-06
USR04329,Dalaja Tata,Nagpur,36-45,648,Full KYC,2024-09-03
USR04330,Aahana Edwin,Lucknow,18-25,938,Full KYC,2023-11-18
USR04331,Fiyaz Seth,Jaipur,36-45,1021,Full KYC,2023-08-27
USR04332,Pooja Suri,Indore,18-25,152,Minimal KYC,2026-01-12
USR04333,Yug Prabhakar,Delhi,46-60,1646,Minimal KYC,2021-12-10
USR04334,Chaitanya Prabhakar,Chennai,46-60,551,Minimal KYC,2024-12-09
USR04335,Laksh Dewan,Nagpur,18-25,746,Full KYC,2024-05-28
USR04336,Nirja Prabhakar,Chennai,36-45,738,Full KYC,2024-06-05
USR04337,Laban More,Bangalore,60+,1532,Full KYC,2022-04-03
USR04338,Nicholas Menon,Lucknow,18-25,1073,Minimal KYC,2023-07-06
USR04339,Udyati Gade,Jaipur,26-35,1183,Full KYC,2023-03-18
USR04340,Oscar Buch,Bangalore,36-45,1185,Full KYC,2023-03-16
USR04341,Nimrat Ganguly,Hyderabad,60+,919,Minimal KYC,2023-12-07
USR04342,Yasti Deo,Delhi,46-60,294,Minimal KYC,2025-08-23
USR04343,Jason Handa,Lucknow,60+,1513,Full KYC,2022-04-22
USR04344,Charvi Nanda,Bhopal,26-35,72,Minimal KYC,2026-04-02
USR04345,Hardik Swaminathan,Kanpur,26-35,1331,Full KYC,2022-10-21
USR04346,Vamakshi Gour,Chennai,36-45,1183,Full KYC,2023-03-18
USR04347,Abeer Sama,Indore,36-45,1597,Full KYC,2022-01-28
USR04348,Dayamai Choudhary,Jaipur,46-60,1769,Non-KYC,2021-08-09
USR04349,Ekansh Rana,Pune,18-25,613,Non-KYC,2024-10-08
USR04350,George Cherian,Delhi,36-45,1580,Full KYC,2022-02-14
USR04351,Henry Dani,Chennai,46-60,549,Non-KYC,2024-12-11
USR04352,Dhruv Dasgupta,Ahmedabad,60+,1378,Full KYC,2022-09-04
USR04353,Warinder Patil,Jaipur,18-25,1219,Full KYC,2023-02-10
USR04354,Aryan Om,Ahmedabad,60+,658,Full KYC,2024-08-24
USR04355,Lakshmi Dutta,Surat,60+,818,Full KYC,2024-03-17
USR04356,Ekalinga Loke,Indore,36-45,207,Full KYC,2025-11-18
USR04357,Bhavika Pillai,Ahmedabad,60+,1207,Full KYC,2023-02-22
USR04358,Jagrati Saxena,Chennai,18-25,907,Full KYC,2023-12-19
USR04359,Gopal Ram,Hyderabad,46-60,1607,Full KYC,2022-01-18
USR04360,Ridhi Radhakrishnan,Delhi,18-25,1498,Full KYC,2022-05-07
USR04361,Onveer Gopal,Kolkata,26-35,737,Full KYC,2024-06-06
USR04362,Nitara Batta,Pune,18-25,1412,Non-KYC,2022-08-01
USR04363,Omya Rao,Delhi,26-35,538,Full KYC,2024-12-22
USR04364,Zaitra Kala,Pune,18-25,506,Full KYC,2025-01-23
USR04365,Ladli Barad,Lucknow,26-35,1467,Non-KYC,2022-06-07
USR04366,Ishaan Guha,Ahmedabad,26-35,1128,Full KYC,2023-05-12
USR04367,Aarini Karpe,Bhopal,26-35,695,Full KYC,2024-07-18
USR04368,Vincent Sharma,Jaipur,18-25,1398,Non-KYC,2022-08-15
USR04369,Unni Shere,Pune,46-60,1591,Full KYC,2022-02-03
USR04370,Azaan Bhatnagar,Surat,60+,52,Minimal KYC,2026-04-22
USR04371,Oliver Keer,Indore,26-35,758,Full KYC,2024-05-16
USR04372,Ethan Wali,Ahmedabad,36-45,173,Full KYC,2025-12-22
USR04373,Eesha Nagy,Kolkata,46-60,1642,Full KYC,2021-12-14
USR04374,Manbir Khosla,Lucknow,18-25,1002,Minimal KYC,2023-09-15
USR04375,Luke Yogi,Pune,26-35,445,Full KYC,2025-03-25
USR04376,Sanaya Dixit,Delhi,18-25,485,Full KYC,2025-02-13
USR04377,Gagan Chatterjee,Bhopal,26-35,1165,Full KYC,2023-04-05
USR04378,Ekantika Prashad,Bhopal,60+,1149,Full KYC,2023-04-21
USR04379,Anirudh Lalla,Surat,36-45,407,Full KYC,2025-05-02
USR04380,Bina Pandya,Kolkata,60+,134,Full KYC,2026-01-30
USR04381,Indrajit Chada,Chennai,36-45,359,Full KYC,2025-06-19
USR04382,Nathaniel Chopra,Ahmedabad,60+,411,Non-KYC,2025-04-28
USR04383,Ekantika Lanka,Surat,60+,872,Non-KYC,2024-01-23
USR04384,Harinakshi Bora,Bhopal,60+,425,Full KYC,2025-04-14
USR04385,Jason Karnik,Ahmedabad,46-60,493,Full KYC,2025-02-05
